Region,Place Code,Place,ODS Code,GP Practice (ODS Code),Registered Patients,% of patients with a nomination,EPS Items,eRD Items,All Items,EPS Utilisation,eRD Utilisation (EPS Items),eRD Utilisation (All Items)
Midlands,D2P2L,Black Country & West Birmingham,M91639,Walsall Wood Health Centre (M91639),1746,86.9%,3703,461,3706,99.9%,12.4%,12.4%
Midlands,D2P2L,Black Country & West Birmingham,M91640,Rough Hay Surgery (M91640),3888,82.2%,6723,12,7035,95.6%,0.2%,0.2%
Midlands,D2P2L,Black Country & West Birmingham,M91641,Dr Ali Surgery (M91641),4011,78.9%,5661,326,6022,94.0%,5.8%,5.4%
Midlands,15E,Birmingham & Solihull,M91642,Queslett Medical Centre (M91642),1525,76.3%,1654,162,1657,99.8%,9.8%,9.8%
Midlands,D2P2L,Black Country & West Birmingham,M91647,Pillai (M91647),5214,84.3%,8415,10,8560,98.3%,0.1%,0.1%
Midlands,D2P2L,Black Country & West Birmingham,M91650,Pinfold Medical (M91650),9213,84.0%,17942,40,18219,98.5%,0.2%,0.2%
Midlands,D2P2L,Black Country & West Birmingham,M91654,High Street Surgery (M91654),3061,86.2%,4211,304,4451,94.6%,7.2%,6.8%
Midlands,D2P2L,Black Country & West Birmingham,M91659,Brace Street Hc- Mahbub (M91659) (M91659),3115,79.5%,5294,573,5875,90.1%,10.8%,9.8%
Midlands,D2P2L,Black Country & West Birmingham,M91660,Modality Darlaston Practice (M91660),5043,81.8%,6170,0,6275,98.3%,0.0%,0.0%
Midlands,D2P2L,Black Country & West Birmingham,M92001,Poplars Medical Centre (M92001),3358,88.4%,7137,4946,7182,99.4%,69.3%,68.9%
Midlands,D2P2L,Black Country & West Birmingham,M92002,Alfred Squire Road Surgery (M92002),8445,81.8%,18089,6193,18348,98.6%,34.2%,33.8%
Midlands,D2P2L,Black Country & West Birmingham,M92004,Primrose Lane Practice (M92004),2804,85.3%,3832,555,3837,99.9%,14.5%,14.5%
Midlands,D2P2L,Black Country & West Birmingham,M92006,Coalway Road Surgery (M92006),4550,70.7%,6467,1561,6637,97.4%,24.1%,23.5%
Midlands,D2P2L,Black Country & West Birmingham,M92007,Lea Road Medical Practice (M92007),6738,64.9%,11836,4023,12133,97.6%,34.0%,33.2%
Midlands,D2P2L,Black Country & West Birmingham,M92008,Castlecroft Medical Practice (M92008),12572,79.9%,21090,5706,21312,99.0%,27.1%,26.8%
Midlands,D2P2L,Black Country & West Birmingham,M92009,Prestbury Medical Practice (M92009),13882,79.2%,22879,3185,23274,98.3%,13.9%,13.7%
Midlands,D2P2L,Black Country & West Birmingham,M92010,Tettenhall Medical Practice (M92010),11702,91.3%,18882,6657,19293,97.9%,35.3%,34.5%
Midlands,D2P2L,Black Country & West Birmingham,M92011,Penn Manor Medical Centre (M92011),10161,78.9%,13891,2261,14306,97.1%,16.3%,15.8%
Midlands,D2P2L,Black Country & West Birmingham,M92012,Duncan Street Primary Care Centre (M92012),10795,66.7%,12598,4657,13126,96.0%,37.0%,35.5%
Midlands,D2P2L,Black Country & West Birmingham,M92013,Dr Sinha & Tahir (M92013),7052,66.8%,12753,3086,13207,96.6%,24.2%,23.4%
Midlands,D2P2L,Black Country & West Birmingham,M92014,Dr Fowler (M92014),2315,75.5%,2688,695,2712,99.1%,25.9%,25.6%
Midlands,D2P2L,Black Country & West Birmingham,M92015,Improving Health (Ih) Medical (M92015),3668,70.7%,5101,1405,5117,99.7%,27.5%,27.5%
Midlands,D2P2L,Black Country & West Birmingham,M92016,Tudor Medical Centre (M92016),20627,63.7%,19302,2849,19711,97.9%,14.8%,14.5%
Midlands,D2P2L,Black Country & West Birmingham,M92019,Keats Grove Surgery (M92019),6418,79.8%,13514,3659,13663,98.9%,27.1%,26.8%
Midlands,D2P2L,Black Country & West Birmingham,M92022,Ashmore Park Medical Centre (M92022),4179,79.0%,5562,1498,6183,90.0%,26.9%,24.2%
Midlands,D2P2L,Black Country & West Birmingham,M92026,Griffiths Drive Medical Practice (M92026),4062,80.8%,6329,0,6415,98.7%,0.0%,0.0%
Midlands,D2P2L,Black Country & West Birmingham,M92028,Thornley Street Surgery (M92028),9238,52.7%,8563,2985,8857,96.7%,34.9%,33.7%
Midlands,D2P2L,Black Country & West Birmingham,M92029,Newbridge Surgery (M92029),5437,81.8%,9925,3484,10053,98.7%,35.1%,34.7%
Midlands,D2P2L,Black Country & West Birmingham,M92039,Dr St Pierre-Libberton (M92039),6910,77.9%,13071,5271,13206,99.0%,40.3%,39.9%
Midlands,D2P2L,Black Country & West Birmingham,M92040,Mayfield Medical Practice (M92040),10968,78.6%,17966,5141,18311,98.1%,28.6%,28.1%
Midlands,D2P2L,Black Country & West Birmingham,M92041,Probert Road Surgery (M92041),4576,66.3%,4648,1,4846,95.9%,0.0%,0.0%
Midlands,D2P2L,Black Country & West Birmingham,M92042,West Park Surgery (M92042),3998,68.8%,4531,1229,4654,97.4%,27.1%,26.4%
Midlands,D2P2L,Black Country & West Birmingham,M92043,Penn Surgery (M92043),6730,80.6%,10246,2525,10298,99.5%,24.6%,24.5%
Midlands,D2P2L,Black Country & West Birmingham,M92044,Warstones Surgery (M92044),4012,81.4%,5951,202,6014,99.0%,3.4%,3.4%
Midlands,D2P2L,Black Country & West Birmingham,M92607,Whitmore Reans Medical Practice (M92607),16504,68.2%,20139,8190,21628,93.1%,40.7%,37.9%
Midlands,D2P2L,Black Country & West Birmingham,M92609,Ashfield Road Surgery (M92609),5753,78.4%,9686,2954,10142,95.5%,30.5%,29.1%
Midlands,D2P2L,Black Country & West Birmingham,M92612,Health And Beyond (M92612),38520,73.5%,69959,23686,71474,97.9%,33.9%,33.1%
Midlands,D2P2L,Black Country & West Birmingham,M92627,Bilston Family Practice (M92627),3823,80.6%,7166,2711,7490,95.7%,37.8%,36.2%
Midlands,D2P2L,Black Country & West Birmingham,M92629,Fordhouses Medical Centre (M92629),3959,76.8%,4556,1468,4596,99.1%,32.2%,31.9%
Midlands,D2P2L,Black Country & West Birmingham,M92630,East Park Medical Practice (M92630),5665,81.9%,13496,4982,13631,99.0%,36.9%,36.5%
Midlands,D2P2L,Black Country & West Birmingham,M92640,Tettenhall Road Medical Practice (M92640),2554,63.7%,2150,780,2274,94.5%,36.3%,34.3%
Midlands,D2P2L,Black Country & West Birmingham,M92649,Dr Mudigonda (M92649),3955,77.9%,6834,1518,6985,97.8%,22.2%,21.7%
Midlands,D2P2L,Black Country & West Birmingham,M92654,Bagary'S Medical Practice (M92654),7412,74.0%,14288,4890,14333,99.7%,34.2%,34.1%
North West,27D,Cheshire,N81001,Audlem Medical Practice (N81001),5079,87.3%,6708,0,6721,99.8%,0.0%,0.0%
North West,27D,Cheshire,N81002,Kenmore Medical Centre (N81002),12536,78.9%,16212,378,16724,96.9%,2.3%,2.3%
North West,27D,Cheshire,N81005,Helsby Health Centre (N81005),9825,88.1%,15198,15,15273,99.5%,0.1%,0.1%
North West,27D,Cheshire,N81006,Bunbury Medical Practice (N81006),5408,22.0%,0,0,9845,0.0%,,0.0%
North West,02E,Warrington,N81007,Holes Lane Medical Centre (N81007),10224,80.0%,16245,0,16319,99.5%,0.0%,0.0%
North West,27D,Cheshire,N81008,The Cedars Medical Centre (N81008),10972,84.3%,21999,6070,22353,98.4%,27.6%,27.2%
North West,27D,Cheshire,N81009,Heath Lane Medical Centre (N81009),7690,76.2%,10219,0,10267,99.5%,0.0%,0.0%
North West,27D,Cheshire,N81010,Nantwich Health Centre (N81010),7630,82.1%,12319,0,12468,98.8%,0.0%,0.0%
North West,01F,Halton,N81011,Bevan Group Practice (N81011),14667,75.5%,23739,258,25007,94.9%,1.1%,1.0%
North West,02E,Warrington,N81012,Guardian Street Med/Ctr (N81012),10943,79.7%,15763,124,15766,100.0%,0.8%,0.8%
North West,27D,Cheshire,N81013,High Street Surgery (N81013),7325,79.8%,13822,496,13849,99.8%,3.6%,3.6%
North West,02E,Warrington,N81014,Brookfield Surgery (N81014),9297,78.4%,12054,33,12093,99.7%,0.3%,0.3%
North West,27D,Cheshire,N81016,Millcroft Medical Centre (N81016),31140,68.0%,34660,10,35578,97.4%,0.0%,0.0%
North West,27D,Cheshire,N81018,Tarporley Health Centre (N81018),8211,60.8%,11920,122,16423,72.6%,1.0%,0.7%
North West,01F,Halton,N81019,Castlefields Health Centre (N81019),13671,78.8%,26972,294,27484,98.1%,1.1%,1.1%
North West,02E,Warrington,N81020,Penketh Health Centre (N81020),12935,80.3%,20080,16,20113,99.8%,0.1%,0.1%
North West,27D,Cheshire,N81022,Middlewood Partnership (N81022),34311,81.0%,53463,2883,53951,99.1%,5.4%,5.3%
North West,27D,Cheshire,N81024,Swanlow Medical Centre (N81024),10518,78.3%,20931,2431,21104,99.2%,11.6%,11.5%
North West,27D,Cheshire,N81025,Firdale Medical Centre (N81025),10218,78.0%,16147,3767,16180,99.8%,23.3%,23.3%
North West,27D,Cheshire,N81027,Readesmoor Medical Group Practice (N81027),14362,80.7%,28926,36,29074,99.5%,0.1%,0.1%
North West,02E,Warrington,N81028,Causeway Medical Centre (N81028),9606,80.5%,12019,0,12035,99.9%,0.0%,0.0%
North West,27D,Cheshire,N81029,South Park Surgery (N81029),12767,75.1%,25070,0,25328,99.0%,0.0%,0.0%
North West,27D,Cheshire,N81030,Princeway Surgeries (N81030),17487,55.4%,25639,10,31252,82.0%,0.0%,0.0%
North West,27D,Cheshire,N81031,Drs Adey And Dancy (N81031),6128,82.9%,7249,77,7289,99.5%,1.1%,1.1%
North West,27D,Cheshire,N81032,Ashfields Primary Care Centre (N81032),27493,82.3%,33322,37,33885,98.3%,0.1%,0.1%
North West,27D,Cheshire,N81033,Alderley Edge Medical Centre (N81033),8524,77.0%,13629,4,14021,97.2%,0.0%,0.0%
North West,27D,Cheshire,N81034,Boughton Medical Group (N81034),13045,72.5%,12258,425,12628,97.1%,3.5%,3.4%
North West,01F,Halton,N81035,Fir Park Medical Centre (N81035),11787,83.8%,19841,147,20546,96.6%,0.7%,0.7%
North West,02E,Warrington,N81036,Springfields Medical Centre (N81036),7993,82.0%,11622,197,11703,99.3%,1.7%,1.7%
North West,01F,Halton,N81037,The Beeches Medical Ctr (N81037),8524,81.6%,14174,90,16095,88.1%,0.6%,0.6%
North West,27D,Cheshire,N81038,Laurel Bank Surgery (N81038),7784,75.1%,13962,0,14593,95.7%,0.0%,0.0%
North West,27D,Cheshire,N81039,Oaklands (N81039),11247,81.6%,20074,653,20468,98.1%,3.3%,3.2%
North West,27D,Cheshire,N81040,High Street Practice Winsford (N81040),6794,79.0%,11222,208,11661,96.2%,1.9%,1.8%
North West,02E,Warrington,N81041,Helsby Street Med/Ctr (N81041),8444,79.2%,13517,0,13605,99.4%,0.0%,0.0%
North West,27D,Cheshire,N81043,Haslington Surgery (N81043),5676,72.7%,8199,67,9424,87.0%,0.8%,0.7%
North West,27D,Cheshire,N81044,Hungerford Medical Centre (N81044),10765,76.0%,14721,20,15004,98.1%,0.1%,0.1%
North West,01F,Halton,N81045,Peelhouse Medical Plaza (N81045),13815,80.8%,26585,105,27126,98.0%,0.4%,0.4%
North West,27D,Cheshire,N81046,Park Medical Centre (N81046),10226,79.6%,12756,327,12834,99.4%,2.6%,2.5%
North West,27D,Cheshire,N81047,The Kiltearn Medical Ctr. (N81047),12878,78.8%,19701,1486,20027,98.4%,7.5%,7.4%
North West,02E,Warrington,N81048,Fearnhead Cross Med.Ctr. (N81048),13722,75.9%,17507,4,18362,95.3%,0.0%,0.0%
North West,27D,Cheshire,N81049,Knutsford Medical Partnership (N81049),23144,76.9%,36951,1932,39868,92.7%,5.2%,4.8%
North West,27D,Cheshire,N81050,Great Sutton Medical Centre (N81050),19962,81.2%,34626,2583,36646,94.5%,7.5%,7.0%
North West,27D,Cheshire,N81051,The Weaverham Surgery (N81051),7176,80.2%,12957,2329,13177,98.3%,18.0%,17.7%
North West,27D,Cheshire,N81052,Lawton House Surgery (N81052),12128,79.9%,19570,976,20989,93.2%,5.0%,4.7%
North West,27D,Cheshire,N81053,Earnswood Medical Centre (N81053),16945,74.5%,30553,57,30714,99.5%,0.2%,0.2%
North West,01F,Halton,N81054,Weaver Vale Practice (N81054),9025,79.2%,16514,443,16915,97.6%,2.7%,2.6%
North West,27D,Cheshire,N81055,Watling Street Surgery (N81055),7251,73.0%,12370,554,12679,97.6%,4.5%,4.4%
North West,02E,Warrington,N81056,Folly Lane Medical Centre (N81056),10229,76.1%,15543,180,15584,99.7%,1.2%,1.2%
North West,01F,Halton,N81057,Tower House Practice (N81057),12832,80.0%,22609,3,23820,94.9%,0.0%,0.0%
North West,02E,Warrington,N81059,Culcheth Medical Centre (N81059),12457,83.5%,20984,124,20992,100.0%,0.6%,0.6%
North West,27D,Cheshire,N81060,Neston Surgery (N81060),9045,79.0%,20013,2842,20475,97.7%,14.2%,13.9%
North West,27D,Cheshire,N81061,Witton Street Surgery (N81061),8929,78.5%,17579,3916,17888,98.3%,22.3%,21.9%
North West,27D,Cheshire,N81062,Cumberland House Surgery (N81062),15262,82.2%,29431,3519,29727,99.0%,12.0%,11.8%
North West,27D,Cheshire,N81063,York Road Group Practice (N81063),11903,80.3%,22005,2408,22173,99.2%,10.9%,10.9%
North West,01F,Halton,N81064,Newtown Surgery (N81064),6956,72.6%,13190,16,13875,95.1%,0.1%,0.1%
North West,02E,Warrington,N81065,Latchford Medical Centre (N81065),7749,80.0%,11452,29,11600,98.7%,0.3%,0.3%
North West,01F,Halton,N81066,Grove House Practice (N81066),14555,79.8%,25069,137,25207,99.5%,0.5%,0.5%
North West,27D,Cheshire,N81067,Oakwood Medical Centre (N81067),9138,83.0%,16710,3369,16794,99.5%,20.2%,20.1%
North West,27D,Cheshire,N81068,Grosvenor Medical Centre (N81068),14971,72.4%,24861,5,25378,98.0%,0.0%,0.0%
North West,27D,Cheshire,N81069,Chelford Surgery (N81069),4435,19.6%,877,28,8302,10.6%,3.2%,0.3%
North West,27D,Cheshire,N81070,Handforth Health Centre (N81070),10061,82.2%,19239,5,19790,97.2%,0.0%,0.0%
North West,27D,Cheshire,N81071,Greenmoss Medical Centre (N81071),4703,22.5%,0,0,10329,0.0%,,0.0%
North West,01F,Halton,N81072,Murdishaw (N81072),8158,74.7%,14521,555,14684,98.9%,3.8%,3.8%
North West,27D,Cheshire,N81074,Launceston Close Surgery (N81074),5415,79.9%,10045,1068,10193,98.5%,10.6%,10.5%
North West,02E,Warrington,N81075,Stockton Heath Med.Centre (N81075),16184,74.9%,22088,990,22639,97.6%,4.5%,4.4%
North West,27D,Cheshire,N81077,The Health Centre (Holmes Chapel) (N81077),12981,51.8%,14523,8,24644,58.9%,0.1%,0.0%
North West,27D,Cheshire,N81079,The Elms Medical Centre (N81079),9709,77.2%,12777,480,13072,97.7%,3.8%,3.7%
North West,27D,Cheshire,N81080,Northgate Medical Centre (N81080),8161,68.9%,9901,1028,10140,97.6%,10.4%,10.1%
North West,27D,Cheshire,N81081,Garden Lane Medical Ctr. (N81081),9758,73.5%,8809,826,8998,97.9%,9.4%,9.2%
North West,27D,Cheshire,N81082,City Walls Medical Centre (N81082),15776,72.1%,24305,1661,24676,98.5%,6.8%,6.7%
North West,02E,Warrington,N81083,Parkview Medical Centre (N81083),5120,80.8%,7982,63,7982,100.0%,0.8%,0.8%
North West,27D,Cheshire,N81084,Rope Green Medical Centre (N81084),19846,82.9%,25710,144,26479,97.1%,0.6%,0.5%
North West,27D,Cheshire,N81085,Park Lane Surgery (N81085),9292,82.1%,16491,2242,16550,99.6%,13.6%,13.5%
North West,27D,Cheshire,N81086,Wilmslow Health Centre (N81086),14977,78.0%,14503,24,14522,99.9%,0.2%,0.2%
North West,27D,Cheshire,N81087,Danebridge Medical Centre (N81087),24898,78.4%,47303,9332,48619,97.3%,19.7%,19.2%
North West,27D,Cheshire,N81088,Park Green Surgery (N81088),11603,77.5%,20016,5,20116,99.5%,0.0%,0.0%
North West,02E,Warrington,N81089,Greenbank Surgery (N81089),8423,93.1%,16610,7,16627,99.9%,0.0%,0.0%
North West,27D,Cheshire,N81090,Tudor Surgery (N81090),4775,82.1%,6849,108,6931,98.8%,1.6%,1.6%
North West,27D,Cheshire,N81092,Hope Farm Medical Centre (N81092),13355,75.0%,20635,542,22525,91.6%,2.6%,2.4%
North West,27D,Cheshire,N81093,Whitby Health Partnership (N81093),16037,83.6%,32441,2686,32447,100.0%,8.3%,8.3%
North West,01F,Halton,N81096,Brookvale Practice (N81096),8776,80.7%,13637,10,13956,97.7%,0.1%,0.1%
North West,02E,Warrington,N81097,Dallam Lane Medical Centre (N81097),2853,81.7%,4884,0,4919,99.3%,0.0%,0.0%
North West,27D,Cheshire,N81100,Upton Village Surgery (N81100),7599,79.7%,9239,684,9276,99.6%,7.4%,7.4%
North West,27D,Cheshire,N81101,The Handbridge Med.Ctr. (N81101),7706,66.7%,6136,124,6451,95.1%,2.0%,1.9%
North West,27D,Cheshire,N81102,Fountains Medical Practice (N81102),3701,77.0%,11894,219,11941,99.6%,1.8%,1.8%
North West,02E,Warrington,N81107,Manchester Road Surgery (N81107),3293,79.5%,4560,191,4683,97.4%,4.2%,4.1%
North West,02E,Warrington,N81108,The Lakeside Surgery (N81108),10694,77.2%,13720,4,14003,98.0%,0.0%,0.0%
North West,02E,Warrington,N81109,Padgate Medical Centre (N81109),6656,78.7%,8654,46,8825,98.1%,0.5%,0.5%
North West,27D,Cheshire,N81111,Merepark Medical Centre (N81111),7090,82.3%,11452,2321,11783,97.2%,20.3%,19.7%
North West,27D,Cheshire,N81113,Middlewich Road Surgery (N81113),7229,73.1%,13614,1700,14096,96.6%,12.5%,12.1%
North West,02E,Warrington,N81114,Birchwood Medical Centre (N81114),11143,84.4%,18165,0,18255,99.5%,0.0%,0.0%
North West,27D,Cheshire,N81115,Lache Health Centre (N81115),7504,50.4%,6299,3,6535,96.4%,0.0%,0.0%
North West,27D,Cheshire,N81117,Old Hall Surgery (N81117),5742,79.8%,12253,917,12435,98.5%,7.5%,7.4%
North West,27D,Cheshire,N81118,Meadowside Medical Centre (N81118),8424,80.2%,16886,0,16979,99.5%,0.0%,0.0%
North West,01F,Halton,N81119,Hough Green Health Park (N81119),4996,81.5%,9310,80,10137,91.8%,0.9%,0.8%
North West,27D,Cheshire,N81120,Kelsall Medical Centre (N81120),5313,49.5%,6685,0,9629,69.4%,0.0%,0.0%
North West,27D,Cheshire,N81121,Northgate Village Surgery (N81121),6830,73.2%,8345,602,8438,98.9%,7.2%,7.1%
North West,02E,Warrington,N81122,Westbrook Medical Centre (N81122),10695,81.0%,15730,6,15797,99.6%,0.0%,0.0%
North West,27D,Cheshire,N81123,Willow Wood Surgery (N81123),6745,81.5%,11296,1408,11513,98.1%,12.5%,12.2%
North West,27D,Cheshire,N81125,Neston Medical Centre (N81125),7600,82.2%,14358,104,14826,96.8%,0.7%,0.7%
North West,27D,Cheshire,N81127,The Weaver Vale Surgery (N81127),8169,86.4%,19117,1344,19588,97.6%,7.0%,6.9%
North West,27D,Cheshire,N81607,Westminster Surgery (N81607),3456,84.2%,6777,587,6796,99.7%,8.7%,8.6%
North West,27D,Cheshire,N81614,The Surgery (N81614),5391,19.4%,1983,2,9797,20.2%,0.1%,0.0%
North West,01F,Halton,N81619,Oaks Place Surgery (N81619),3890,74.2%,5686,51,5694,99.9%,0.9%,0.9%
North West,02E,Warrington,N81623,Stretton Medical Centre (N81623),8649,63.1%,6584,2,9440,69.7%,0.0%,0.0%
North West,27D,Cheshire,N81624,The Village Surgeries Group (N81624),8605,89.5%,11643,855,11742,99.2%,7.3%,7.3%
North West,27D,Cheshire,N81626,Western Ave Medical Ctre (N81626),4419,86.7%,7356,1965,7412,99.2%,26.7%,26.5%
North West,02E,Warrington,N81628,The Eric Moore Partnership (N81628),11843,72.5%,14474,179,14484,99.9%,1.2%,1.2%
North West,27D,Cheshire,N81632,Broken Cross Surgery (N81632),5827,81.1%,9411,1287,9483,99.2%,13.7%,13.6%
North West,02E,Warrington,N81637,Cockhedge Medical Centre (N81637),3012,80.6%,3469,4,3473,99.9%,0.1%,0.1%
North West,27D,Cheshire,N81642,Waters Edge Medical Centre (N81642),4677,77.0%,8095,344,8266,97.9%,4.2%,4.2%
North West,02E,Warrington,N81645,4 Seasons Medical Centre (N81645),2567,75.0%,3810,171,3813,99.9%,4.5%,4.5%
North West,01F,Halton,N81651,Upton Rocks Primary Care (N81651),3286,74.8%,4612,72,4711,97.9%,1.6%,1.5%
North West,27D,Cheshire,N81655,St Werburgh'S Medical Practice Homeless (N81655),338,81.4%,1838,0,1842,99.8%,0.0%,0.0%
North West,99A,Liverpool,N82001,The Margaret Thompson Med Centre (N82001),6042,73.7%,14607,1446,15220,96.0%,9.9%,9.5%
North West,99A,Liverpool,N82002,Yew Tree Centre (N82002),4788,79.1%,10270,8,10449,98.3%,0.1%,0.1%
North West,99A,Liverpool,N82003,Dovecot Health Centre (N82003),3989,76.6%,9140,25,9253,98.8%,0.3%,0.3%
North West,99A,Liverpool,N82004,Garston Family Health Centre (N82004),3256,75.3%,5311,34,5323,99.8%,0.6%,0.6%
North West,99A,Liverpool,N82009,Grassendale Medical Centre (N82009),8554,82.5%,12316,39,12402,99.3%,0.3%,0.3%
North West,99A,Liverpool,N82011,Priory Medical Centre (N82011),10650,77.7%,23431,4759,24234,96.7%,20.3%,19.6%
North West,99A,Liverpool,N82014,Lance Lane Medical Centre (N82014),6474,78.6%,10428,55,10530,99.0%,0.5%,0.5%
North West,99A,Liverpool,N82018,Ellergreen Medical Centre (N82018),13191,79.8%,25643,148,25963,98.8%,0.6%,0.6%
North West,99A,Liverpool,N82019,Langbank Medical Centre (N82019),4808,82.9%,12519,2328,12537,99.9%,18.6%,18.6%
North West,99A,Liverpool,N82022,Edge Hill Health Centre (N82022),9215,68.4%,17320,1575,17485,99.1%,9.1%,9.0%
North West,99A,Liverpool,N82024,West Derby Medical Centre (N82024),12936,78.5%,22639,415,23219,97.5%,1.8%,1.8%
North West,99A,Liverpool,N82026,Penny Lane Surgery (N82026),5869,80.9%,8155,5,8236,99.0%,0.1%,0.1%
North West,99A,Liverpool,N82033,Dingle Park Practice (N82033),5945,81.2%,11625,3,11850,98.1%,0.0%,0.0%
North West,99A,Liverpool,N82034,The Village Surgery (N82034),5992,86.8%,14185,243,14620,97.0%,1.7%,1.7%
North West,99A,Liverpool,N82035,Mather Avenue Surgery (N82035),9070,85.3%,15599,2480,15696,99.4%,15.9%,15.8%
North West,99A,Liverpool,N82036,Netherley Health Centre (N82036),3622,86.3%,10402,14,10709,97.1%,0.1%,0.1%
North West,99A,Liverpool,N82037,Westmoreland Gp Centre (N82037),11748,76.8%,21208,268,21624,98.1%,1.3%,1.2%
North West,99A,Liverpool,N82039,Storrsdale Medical Centre (N82039),3867,78.7%,5632,16,5641,99.8%,0.3%,0.3%
North West,99A,Liverpool,N82041,Oak Vale Medical Centre (N82041),12275,85.7%,22530,29,22658,99.4%,0.1%,0.1%
North West,99A,Liverpool,N82046,Sefton Park Medical Centre (N82046),9274,80.7%,14432,0,14526,99.4%,0.0%,0.0%
North West,99A,Liverpool,N82048,Walton Medical Centre (N82048),6733,85.3%,18561,5,18626,99.7%,0.0%,0.0%
North West,99A,Liverpool,N82049,Westminster Medical Centre (N82049),6479,74.1%,13579,78,13764,98.7%,0.6%,0.6%
North West,99A,Liverpool,N82050,Gateacre Medical Centre (N82050),2405,83.1%,5433,0,5499,98.8%,0.0%,0.0%
North West,99A,Liverpool,N82052,Townsend Medical Centre (N82052),5860,71.4%,10689,4,10854,98.5%,0.0%,0.0%
North West,99A,Liverpool,N82053,Aintree Park Group Practice (N82053),16597,81.8%,33926,7415,34368,98.7%,21.9%,21.6%
North West,99A,Liverpool,N82054,Abercromby Family Practice (N82054),7121,65.3%,10752,48,10816,99.4%,0.4%,0.4%
North West,99A,Liverpool,N82058,Rock Court Surgery (N82058),5200,77.4%,9296,0,9374,99.2%,0.0%,0.0%
North West,99A,Liverpool,N82059,Greenbank Drive Surgery (N82059),6057,72.9%,6152,1,6154,100.0%,0.0%,0.0%
North West,99A,Liverpool,N82062,Fulwood Green Medical Ctr (N82062),7145,79.6%,10021,1367,10113,99.1%,13.6%,13.5%
